#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     57.425            22355750391             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24494125                    71526315                    0                           0                           
GPU 1     27.585            20850550076             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        119366                      75134                       0                           0                           
GPU 0     57.620            22355809187             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24494125                    71526315                    0                           0                           
GPU 1     27.487            20850580389             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        120692                      73730                       0                           0                           
GPU 0     57.620            22355868205             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24121270                    71233388                    0                           0                           
GPU 1     27.493            20850607982             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        129839                      79923                       0                           0                           
GPU 0     57.620            22355927377             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24289226                    71286793                    0                           0                           
GPU 1     27.487            20850635571             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        167244                      99573                       0                           0                           
GPU 0     57.620            22355986320             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        26245386                    72271914                    0                           0                           
GPU 1     27.481            20850663175             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        119521                      75470                       0                           0                           
GPU 0     57.620            22356039545             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25799626                    72088989                    0                           0                           
GPU 1     27.481            20850690767             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        146009                      88790                       0                           0                           
GPU 0     57.041            22356098637             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25180306                    71743698                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.494            20850721139             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        151490                      92329                       0                           0                           
GPU 0     57.620            22356157678             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25047365                    71586713                    0                           0                           
GPU 1     27.475            20850746011             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        175406                      106458                      0                           0                           
GPU 0     57.815            22356216727             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24870907                    71576185                    0                           0                           
GPU 1     27.487            20850776399             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        148270                      87659                       0                           0                           
GPU 0     57.718            22356275758             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26056458                    72218950                    0                           0                           
GPU 1     27.475            20850804001             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        157935                      98582                       0                           0                           
GPU 0     57.620            22356334887             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25503890                    71846855                    0                           0                           
GPU 1     27.585            20850831607             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        100896                      60285                       0                           0                           
GPU 0     57.132            22356394048             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24741670                    71424924                    0                           0                           
GPU 1     27.475            20850859242             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        127639                      78022                       0                           0                           
GPU 0     58.010            22356452990             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        27314970                    72658815                    0                           0                           
GPU 1     27.475            20850886853             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        201681                      115442                      0                           0                           
GPU 0     57.815            22356512083             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25629224                    71821301                    0                           0                           
GPU 1     27.487            20850917216             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        218969                      133619                      0                           0                           
GPU 0     57.718            22356571266             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24137980                    71184174                    0                           0                           
GPU 1     27.475            20850944791             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        118992                      74410                       0                           0                           
GPU 0     57.718            22356630336             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        24145711                    71115627                    0                           0                           
GPU 1     27.475            20850972360             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125582                      77065                       0                           0                           
GPU 0     57.912            22356689625             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24475638                    71263447                    0                           0                           
GPU 1     27.475            20850999964             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        113908                      71847                       0                           0                           
GPU 0     57.912            22356748703             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24261279                    71141676                    0                           0                           
GPU 1     27.475            20851027532             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125489                      78071                       0                           0                           
GPU 0     57.815            22356807882             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25145427                    71677669                    0                           0                           
GPU 1     27.487            20851055104             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125489                      78071                       0                           0                           
GPU 0     57.718            22356867173             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25145427                    71677669                    0                           0                           
GPU 1     27.579            20851082674             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        123117                      77287                       0                           0                           
GPU 0     57.718            22356926019             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25282001                    71761984                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.487            20851113014             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128123                      78588                       0                           0                           
GPU 0     57.815            22356985232             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25368476                    72111287                    0                           0                           
GPU 1     27.487            20851140591             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        119096                      74795                       0                           0                           
GPU 0     57.718            22357044399             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25686929                    72068386                    0                           0                           
GPU 1     27.475            20851168151             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125433                      78505                       0                           0                           
GPU 0     57.718            22357103623             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25824044                    72136710                    0                           0                           
GPU 1     27.475            20851195752             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        115921                      73410                       0                           0                           
GPU 0     57.912            22357162890             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25392211                    71815856                    0                           0                           
GPU 1     27.487            20851223336             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        117369                      73600                       0                           0                           
GPU 0     57.815            22357215838             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25395614                    71763515                    0                           0                           
GPU 1     27.487            20851250910             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        115663                      72329                       0                           0                           
GPU 0     57.328            22357275015             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25113103                    71573628                    0                           0                           
GPU 1     27.579            20851281280             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        122565                      77774                       0                           0                           
GPU 0     57.334            22357334087             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25769378                    72033393                    0                           0                           
GPU 1     27.475            20851308890             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        149281                      89568                       0                           0                           
GPU 0     57.328            22357393189             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26205953                    72263693                    0                           0                           
GPU 1     27.475            20851308890             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        143339                      86800                       0                           0                           
GPU 0     57.328            22357393189             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25699127                    72293643                    0                           0                           
GPU 1     27.487            20851336487             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        120317                      76038                       0                           0                           
GPU 0     57.425            22357452417             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        27540733                    73197597                    0                           0                           
GPU 1     27.475            20851364098             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        119103                      75506                       0                           0                           
GPU 0     57.718            22357511531             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26278511                    72262708                    0                           0                           
GPU 1     27.487            20851394487             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        131568                      81049                       0                           0                           
GPU 0     57.328            22357570765             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25970174                    72159239                    0                           0                           
GPU 1     27.475            20851422109             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        121191                      76700                       0                           0                           
GPU 0     58.108            22357630007             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25282987                    72066948                    0                           0                           
GPU 1     27.475            20851449696             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        122218                      77210                       0                           0                           
GPU 0     57.815            22357689246             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        25693782                    72074799                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.573            20851477263             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        116259                      73341                       0                           0                           
GPU 0     58.010            22357748475             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        26560916                    72445991                    0                           0                           
GPU 1     27.475            20851504837             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        54017                       31878                       0                           0                           
GPU 0     58.010            22357807494             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        24758609                    71437424                    0                           0                           
GPU 1     27.475            20851532415             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125430                      77387                       0                           0                           
GPU 0     58.108            22357866849             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24895026                    71494449                    0                           0                           
GPU 1     27.481            20851562749             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        111279                      70943                       0                           0                           
GPU 0     57.522            22357926119             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24076758                    71132217                    0                           0                           
GPU 1     27.475            20851590315             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        159251                      93900                       0                           0                           
GPU 0     57.815            22357991424             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        23915942                    71071691                    0                           0                           
GPU 1     27.579            20851620659             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        119925                      75196                       0                           0                           
GPU 0     57.912            22358050763             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24614329                    71342565                    0                           0                           
GPU 1     27.487            20851648320             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        121561                      75285                       0                           0                           
GPU 0     57.918            22358110094             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24740032                    71482323                    0                           0                           
GPU 1     27.585            20851675895             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        121561                      75285                       0                           0                           
GPU 0     57.912            22358169401             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24740032                    71482323                    0                           0                           
GPU 1     27.475            20851703506             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        126659                      78285                       0                           0                           
GPU 0     57.236            22358228631             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24727997                    71482031                    0                           0                           
GPU 1     27.475            20851731109             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        123347                      77421                       0                           0                           
GPU 0     57.522            22358287899             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25506333                    72075356                    0                           0                           
GPU 1     27.487            20851758697             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        134465                      82762                       0                           0                           
GPU 0     58.010            22358347166             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24779430                    71566460                    0                           0                           
GPU 1     27.475            20851789056             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        160066                      99034                       0                           0                           
GPU 0     57.912            22358406522             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25283441                    72128561                    0                           0                           
GPU 1     27.475            20851816677             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        98964                       60220                       0                           0                           
GPU 0     58.108            22358459870             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25667575                    72113965                    0                           0                           
GPU 1     27.481            20851844306             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        142167                      87120                       0                           0                           
GPU 0     57.620            22358519174             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25050041                    71603281                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.487            20851871843             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        130743                      80880                       0                           0                           
GPU 0     57.522            22358578601             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24926523                    71594316                    0                           0                           
GPU 1     27.579            20851899464             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        171051                      100888                      0                           0                           
GPU 0     58.010            22358637956             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24597331                    71228215                    0                           0                           
GPU 1     27.493            20851927087             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        212719                      122521                      0                           0                           
GPU 0     58.010            22358697356             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25039739                    71696388                    0                           0                           
GPU 1     27.487            20851957449             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        133168                      82504                       0                           0                           
GPU 0     58.108            22358756777             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        24661148                    71646448                    0                           0                           
GPU 1     27.487            20851985082             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        177207                      104658                      0                           0                           
GPU 0     57.425            22358816143             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25178928                    71565610                    0                           0                           
GPU 1     27.475            20852012709             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        132749                      81528                       0                           0                           
GPU 0     58.010            22358875453             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24580263                    71598958                    0                           0                           
GPU 1     27.585            20852040389             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        152078                      91148                       0                           0                           
GPU 0     57.620            22358934797             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25061636                    71850702                    0                           0                           
GPU 1     27.487            20852068043             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        130003                      80494                       0                           0                           
GPU 0     57.334            22358994203             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25533496                    71887064                    0                           0                           
GPU 1     27.585            20852095677             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        133812                      82925                       0                           0                           
GPU 0     57.815            22359053580             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25593918                    72089409                    0                           0                           
GPU 1     27.481            20852126066             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        142673                      87978                       0                           0                           
GPU 0     57.620            22359112944             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24932318                    71573263                    0                           0                           
GPU 1     27.487            20852153692             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        257298                      156384                      0                           0                           
GPU 0     58.010            22359172453             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26459124                    72348830                    0                           0                           
GPU 1     27.573            20852181304             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        123829                      76808                       0                           0                           
GPU 0     58.010            22359232029             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24186353                    71218857                    0                           0                           
GPU 1     27.487            20852208910             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125590                      77802                       0                           0                           
GPU 0     57.724            22359291594             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25037774                    71602243                    0                           0                           
GPU 1     27.481            20852236498             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125590                      77802                       0                           0                           
GPU 0     58.010            22359350934             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25037774                    71602243                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.481            20852264094             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128088                      78663                       0                           0                           
GPU 0     57.522            22359410323             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26449196                    72359417                    0                           0                           
GPU 1     27.487            20852294486             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        127872                      78940                       0                           0                           
GPU 0     58.108            22359469604             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25005289                    71880853                    0                           0                           
GPU 1     27.585            20852322158             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125358                      77942                       0                           0                           
GPU 0     57.425            22359529157             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24744632                    71607170                    0                           0                           
GPU 1     27.579            20852349775             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        140986                      86745                       0                           0                           
GPU 0     58.120            22359588261             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25654440                    71882457                    0                           0                           
GPU 1     27.475            20852377398             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        135216                      83846                       0                           0                           
GPU 0     58.218            22359647772             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24755631                    71424225                    0                           0                           
GPU 1     27.481            20852404998             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        147639                      88013                       0                           0                           
GPU 0     57.425            22359707499             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24950828                    71646384                    0                           0                           
GPU 1     27.475            20852432609             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        130396                      81767                       0                           0                           
GPU 0     58.218            22359766713             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25171481                    71728885                    0                           0                           
GPU 1     27.475            20852462995             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        169733                      100556                      0                           0                           
GPU 0     58.218            22359826118             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25276274                    72034192                    0                           0                           
GPU 1     27.487            20852490604             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        142174                      86922                       0                           0                           
GPU 0     57.425            22359885573             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        25421428                    71602809                    0                           0                           
GPU 1     27.481            20852518215             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        135456                      83639                       0                           0                           
GPU 0     57.815            22359944931             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        25487349                    71750738                    0                           0                           
GPU 1     27.585            20852518215             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        129252                      80402                       0                           0                           
GPU 0     57.620            22359944931             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25373204                    71737680                    0                           0                           
GPU 1     27.579            20852545803             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        129002                      80169                       0                           0                           
GPU 0     57.328            22360004419             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        26539166                    72577936                    0                           0                           
GPU 1     27.481            20852573454             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        50786                       29874                       0                           0                           
GPU 0     58.108            22360063934             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25610929                    72147627                    0                           0                           
GPU 1     27.487            20852603821             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128444                      80270                       0                           0                           
GPU 0     58.108            22360123414             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25169056                    71694393                    0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     27.573            20852631464             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        138844                      85065                       0                           0                           
GPU 0     58.010            22360182863             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        24096257                    71145579                    0                           0                           
GPU 1     27.573            20852661845             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        128333                      79241                       0                           0                           
GPU 0     58.108            22360242390             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24562753                    71408083                    0                           0                           
GPU 1     27.475            20852689469             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        124524                      76910                       0                           0                           
GPU 0     58.108            22360301975             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        24568679                    71438820                    0                           0                           
GPU 1     27.475            20852717099             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        143193                      86501                       0                           0                           
GPU 0     58.327            22360361368             N/A            N/A            100               0                 1.000        1.000        0.999        0.000        0.000        0.000        0.000        0.000        24845850                    71397524                    0                           0                           
GPU 1     27.585            20852744723             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        120652                      75934                       0                           0                           
GPU 0     58.108            22360420944             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        24355981                    71243072                    0                           0                           
GPU 1     27.591            20852772369             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        121441                      75866                       0                           0                           
GPU 0     57.522            22360480481             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25147798                    71754042                    0                           0                           
GPU 1     27.493            20852800003             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        121441                      75866                       0                           0                           
GPU 0     58.108            22360540053             N/A            N/A            100               0                 1.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        25147798                    71754042                    0                           0                           
GPU 1     27.481            20852830371             N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        129588                      80065                       0                           0                           
GPU 0     58.114            22360599389             N/A            N/A            100               0                 1.000        1.000        1.000        0.000        0.000        0.000        0.000        0.000        25838603                    72035497                    0                           0                           
